Symbol,Name,Symbol - Name
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON - Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO - Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock
SOHU,Sohu.com Limited American Depositary Shares,SOHU - Sohu.com Limited American Depositary Shares
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,SOI - Solaris Oilfield Infrastructure Inc. Class A Common Stock
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,SOJC - Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,SOJD - Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,SOJE - Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),SOL - Renesola Ltd. American Depsitary Shares (Each representing 10 shares)
SOLN,Southern Company (The) 2019 Series A Corporate Units,SOLN - Southern Company (The) 2019 Series A Corporate Units
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,SOLO - Electrameccanica Vehicles Corp. Ltd. Common Stock
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,SOLOW - Electrameccanica Vehicles Corp. Ltd. Warrants
SOLY,Soliton Inc. Common Stock,SOLY - Soliton Inc. Common Stock
SON,Sonoco Products Company Common Stock,SON - Sonoco Products Company Common Stock
SONM,Sonim Technologies Inc. Common Stock,SONM - Sonim Technologies Inc. Common Stock
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,SONN - Sonnet BioTherapeutics Holdings Inc. Common Stock
SONO,Sonos Inc. Common Stock,SONO - Sonos Inc. Common Stock
SONX,Sonendo Inc. Common Stock,SONX - Sonendo Inc. Common Stock
SONY,Sony Group Corporation American Depositary Shares ,SONY - Sony Group Corporation American Depositary Shares 
SOPA,Society Pass Incorporated Common Stock,SOPA - Society Pass Incorporated Common Stock
SOPH,SOPHiA GENETICS SA Ordinary Shares,SOPH - SOPHiA GENETICS SA Ordinary Shares
SOR,Source Capital Inc. Common Stock,SOR - Source Capital Inc. Common Stock
SOS,SOS Limited American Depositary Shares,SOS - SOS Limited American Depositary Shares
SOTK,Sono-Tek Corporation Common Stock,SOTK - Sono-Tek Corporation Common Stock
SOVO,Sovos Brands Inc. Common Stock,SOVO - Sovos Brands Inc. Common Stock
SP,SP Plus Corporation Common Stock,SP - SP Plus Corporation Common Stock
SPAQ,Spartan Acquisition Corp. III Class A Common Stock,SPAQ - Spartan Acquisition Corp. III Class A Common Stock
SPB,Spectrum Brands Holdings Inc. Common Stock,SPB - Spectrum Brands Holdings Inc. Common Stock
SPCB,SuperCom Ltd. Ordinary Shares (Israel),SPCB - SuperCom Ltd. Ordinary Shares (Israel)
SPCE,Virgin Galactic Holdings Inc. Common Stock,SPCE - Virgin Galactic Holdings Inc. Common Stock
SPE,Special Opportunities Fund Inc Common Stock,SPE - Special Opportunities Fund Inc Common Stock
SPFI,South Plains Financial Inc. Common Stock,SPFI - South Plains Financial Inc. Common Stock
SPG,Simon Property Group Inc. Common Stock,SPG - Simon Property Group Inc. Common Stock
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,SPG^J - Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock
SPGI,S&P Global Inc. Common Stock,SPGI - S&P Global Inc. Common Stock
SPGS,Simon Property Group Acquisition Holdings Inc. Class A Common Stock,SPGS - Simon Property Group Acquisition Holdings Inc. Class A Common Stock
SPH,Suburban Propane Partners L.P. Common Stock,SPH - Suburban Propane Partners L.P. Common Stock
SPI,SPI Energy Co. Ltd. Ordinary Shares,SPI - SPI Energy Co. Ltd. Ordinary Shares
SPIR,Spire Global Inc. Class A Common Stock,SPIR - Spire Global Inc. Class A Common Stock
SPKAR,SPK Acquisition Corp. Right,SPKAR - SPK Acquisition Corp. Right
SPKAU,SPK Acquisition Corp Unit,SPKAU - SPK Acquisition Corp Unit
SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,SPKB - Silver Spike Acquisition Corp II Class A Ordinary Shares
SPKBU,Silver Spike Acquisition Corp II Units,SPKBU - Silver Spike Acquisition Corp II Units
SPKBW,Silver Spike Acquisition Corp II Warrant,SPKBW - Silver Spike Acquisition Corp II Warrant
SPLK,Splunk Inc. Common Stock,SPLK - Splunk Inc. Common Stock
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,SPLP - Steel Partners Holdings LP LTD PARTNERSHIP UNIT
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,SPLP^A - Steel Partners Holdings LP 6.0% Series A Preferred Units no par value
SPNE,SeaSpine Holdings Corporation Common Stock,SPNE - SeaSpine Holdings Corporation Common Stock
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),SPNS - Sapiens International Corporation N.V. Common Shares (Cayman Islands)
SPNT,SiriusPoint Ltd. Common Shares,SPNT - SiriusPoint Ltd. Common Shares
SPNT^B,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,SPNT^B - SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share
SPOK,Spok Holdings Inc. Common Stock,SPOK - Spok Holdings Inc. Common Stock
SPOT,Spotify Technology S.A. Ordinary Shares,SPOT - Spotify Technology S.A. Ordinary Shares
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,SPPI - Spectrum Pharmaceuticals Inc.Common Stock
SPR,Spirit Aerosystems Holdings Inc. Common Stock,SPR - Spirit Aerosystems Holdings Inc. Common Stock
SPRB,Spruce Biosciences Inc. Common Stock,SPRB - Spruce Biosciences Inc. Common Stock
SPRO,Spero Therapeutics Inc. Common Stock,SPRO - Spero Therapeutics Inc. Common Stock
SPSC,SPS Commerce Inc. Common Stock,SPSC - SPS Commerce Inc. Common Stock
SPT,Sprout Social Inc Class A Common Stock,SPT - Sprout Social Inc Class A Common Stock
SPTK,SportsTek Acquisition Corp. Class A Common Stock,SPTK - SportsTek Acquisition Corp. Class A Common Stock
SPTKU,SportsTek Acquisition Corp. Unit,SPTKU - SportsTek Acquisition Corp. Unit
SPTKW,SportsTek Acquisition Corp. Warrant,SPTKW - SportsTek Acquisition Corp. Warrant
SPTN,SpartanNash Company Common Stock,SPTN - SpartanNash Company Common Stock
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,SPWH - Sportsman's Warehouse Holdings Inc. Common Stock
SPWR,SunPower Corporation Common Stock,SPWR - SunPower Corporation Common Stock
SPXC,SPX Corporation Common Stock,SPXC - SPX Corporation Common Stock
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,SPXX - Nuveen S&P 500 Dynamic Overwrite Fund
SQ,Square Inc. Class A Common Stock,SQ - Square Inc. Class A Common Stock
SQFT,Presidio Property Trust Inc. Class A Common Stock,SQFT - Presidio Property Trust Inc. Class A Common Stock
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,SQFTP - Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share
SQL,SeqLL Inc. Common stock,SQL - SeqLL Inc. Common stock
SQLLW,SeqLL Inc. Warrant,SQLLW - SeqLL Inc. Warrant
SQM,Sociedad Quimica y Minera S.A. Common Stock,SQM - Sociedad Quimica y Minera S.A. Common Stock
SQNS,Sequans Communications S.A. American Depositary Shares,SQNS - Sequans Communications S.A. American Depositary Shares
SQSP,Squarespace Inc. Class A Common Stock,SQSP - Squarespace Inc. Class A Common Stock
SQZ,SQZ Biotechnologies Company Common Stock,SQZ - SQZ Biotechnologies Company Common Stock
SR,Spire Inc. Common Stock,SR - Spire Inc. Common Stock
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,SR^A - Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock
SRAD,Sportradar Group AG Class A Ordinary Shares,SRAD - Sportradar Group AG Class A Ordinary Shares
SRAX,SRAX Inc. Class A Common Stock,SRAX - SRAX Inc. Class A Common Stock
SRC,Spirit Realty Capital Inc. Common Stock,SRC - Spirit Realty Capital Inc. Common Stock
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,SRC^A - Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock
SRCE,1st Source Corporation Common Stock,SRCE - 1st Source Corporation Common Stock
SRCL,Stericycle Inc. Common Stock,SRCL - Stericycle Inc. Common Stock
SRDX,Surmodics Inc. Common Stock,SRDX - Surmodics Inc. Common Stock
SRE,DBA Sempra Common Stock,SRE - DBA Sempra Common Stock
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,SREA - DBA Sempra 5.750% Junior Subordinated Notes due 2079
SREV,ServiceSource International Inc. Common Stock,SREV - ServiceSource International Inc. Common Stock
SRG,Seritage Growth Properties Class A Common Stock,SRG - Seritage Growth Properties Class A Common Stock
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,SRG^A - Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
SRGA,Surgalign Holdings Inc. Common Stock,SRGA - Surgalign Holdings Inc. Common Stock
SRI,Stoneridge Inc. Common Stock,SRI - Stoneridge Inc. Common Stock
SRL,Scully Royalty Ltd.,SRL - Scully Royalty Ltd.
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,SRLP - Sprague Resources LP Common Units representing Limited Partner Interests
SRNE,Sorrento Therapeutics Inc.  Common Stock,SRNE - Sorrento Therapeutics Inc.  Common Stock
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),SRPT - Sarepta Therapeutics Inc. Common Stock (DE)
SRRA,Sierra Oncology Inc. Common Stock,SRRA - Sierra Oncology Inc. Common Stock
SRRK,Scholar Rock Holding Corporation Common Stock,SRRK - Scholar Rock Holding Corporation Common Stock
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,SRSA - Sarissa Capital Acquisition Corp. Class A Ordinary Shares
SRSAW,Sarissa Capital Acquisition Corp. Warrants,SRSAW - Sarissa Capital Acquisition Corp. Warrants
SRT,StarTek Inc. Common Stock,SRT - StarTek Inc. Common Stock
SRTS,Sensus Healthcare Inc. Common Stock,SRTS - Sensus Healthcare Inc. Common Stock
SRV,Cushing MLP & Infrastructure Total Return Fund,SRV - Cushing MLP & Infrastructure Total Return Fund
SRZN,Surrozen Inc. Common Stock,SRZN - Surrozen Inc. Common Stock
SRZNW,Surrozen Inc. Warrant,SRZNW - Surrozen Inc. Warrant
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,SSAA - Science Strategic Acquisition Corp. Alpha Class A Common Stock
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,SSAAU - Science Strategic Acquisition Corp. Alpha Unit
SSAAW,Science Strategic Acquisition Corp. Alpha Warrant,SSAAW - Science Strategic Acquisition Corp. Alpha Warrant
SSB,SouthState Corporation Common Stock,SSB - SouthState Corporation Common Stock
SSBI,Summit State Bank Common Stock,SSBI - Summit State Bank Common Stock
SSBK,Southern States Bancshares Inc. Common Stock,SSBK - Southern States Bancshares Inc. Common Stock
SSD,Simpson Manufacturing Company Inc. Common Stock,SSD - Simpson Manufacturing Company Inc. Common Stock
SSKN,Strata Skin Sciences Inc. Common Stock,SSKN - Strata Skin Sciences Inc. Common Stock
SSL,Sasol Ltd. American Depositary Shares,SSL - Sasol Ltd. American Depositary Shares
SSNC,SS&C Technologies Holdings Inc. Common Stock,SSNC - SS&C Technologies Holdings Inc. Common Stock
SSNT,SilverSun Technologies Inc. Common Stock,SSNT - SilverSun Technologies Inc. Common Stock
SSP,E.W. Scripps Company (The) Class A Common Stock,SSP - E.W. Scripps Company (The) Class A Common Stock
SSRM,SSR Mining Inc. Common Stock,SSRM - SSR Mining Inc. Common Stock
SSSS,SuRo Capital Corp. Common Stock,SSSS - SuRo Capital Corp. Common Stock
SSTI,ShotSpotter Inc. Common Stock,SSTI - ShotSpotter Inc. Common Stock
SSTK,Shutterstock Inc. Common Stock,SSTK - Shutterstock Inc. Common Stock
SSY,SunLink Health Systems Inc. Common Stock,SSY - SunLink Health Systems Inc. Common Stock
SSYS,Stratasys Ltd. Ordinary Shares (Israel),SSYS - Stratasys Ltd. Ordinary Shares (Israel)
ST,Sensata Technologies Holding plc Ordinary Shares,ST - Sensata Technologies Holding plc Ordinary Shares
STAA,STAAR Surgical Company Common Stock,STAA - STAAR Surgical Company Common Stock
STAB,Statera Biopharma Inc. Common Stock,STAB - Statera Biopharma Inc. Common Stock
STAF,Staffing 360 Solutions Inc. Common Stock (DE),STAF - Staffing 360 Solutions Inc. Common Stock (DE)
STAG,Stag Industrial Inc. Common Stock,STAG - Stag Industrial Inc. Common Stock
STAR          ,iStar Inc. Common Stock,STAR           - iStar Inc. Common Stock
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,STAR^D - iStar Inc. Series D Cumulative Redeemable Preferred Stock
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,STAR^G - iStar Inc. Series G Cumulative Redeemable Preferred Stock
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,STAR^I - iStar Inc. Series I Cumulative Redeemable Preferred Stock
STBA,S&T Bancorp Inc. Common Stock,STBA - S&T Bancorp Inc. Common Stock
STC,Stewart Information Services Corporation Common Stock,STC - Stewart Information Services Corporation Common Stock
STCN,Steel Connect Inc. Common Stock,STCN - Steel Connect Inc. Common Stock
STE,STERIS plc (Ireland) Ordinary Shares,STE - STERIS plc (Ireland) Ordinary Shares
STEM,Stem Inc. Class A Common Stock,STEM - Stem Inc. Class A Common Stock
STEP,StepStone Group Inc. Class A Common Stock,STEP - StepStone Group Inc. Class A Common Stock
STER,Sterling Check Corp. Common Stock,STER - Sterling Check Corp. Common Stock
STFC,State Auto Financial Corporation Common Stock,STFC - State Auto Financial Corporation Common Stock
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,STG - Sunlands Technology Group American Depositary Shares representing Class A ordinary shares
STGW,Stagwell Inc. Class A Common Stock,STGW - Stagwell Inc. Class A Common Stock
STIM,Neuronetics Inc. Common Stock,STIM - Neuronetics Inc. Common Stock
STK,Columbia Seligman Premium Technology Growth Fund Inc,STK - Columbia Seligman Premium Technology Growth Fund Inc
STKL,SunOpta Inc. Common Stock,STKL - SunOpta Inc. Common Stock
STKS,The ONE Group Hospitality Inc. Common Stock,STKS - The ONE Group Hospitality Inc. Common Stock
STL,Sterling Bancorp,STL - Sterling Bancorp
STL^A,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,STL^A - Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A
STLA,Stellantis N.V. Common Shares,STLA - Stellantis N.V. Common Shares
STLD,Steel Dynamics Inc.,STLD - Steel Dynamics Inc.
STM,STMicroelectronics N.V. Common Stock,STM - STMicroelectronics N.V. Common Stock
STN,Stantec Inc Common Stock,STN - Stantec Inc Common Stock
STNE,StoneCo Ltd. Class A Common Shares,STNE - StoneCo Ltd. Class A Common Shares
STNG,Scorpio Tankers Inc. Common Shares,STNG - Scorpio Tankers Inc. Common Shares
STOK,Stoke Therapeutics Inc. Common Stock,STOK - Stoke Therapeutics Inc. Common Stock
STON,StoneMor Inc. Common Stock,STON - StoneMor Inc. Common Stock
STOR,STORE Capital Corporation Common Stock,STOR - STORE Capital Corporation Common Stock
STRA,Strategic Education Inc. Common Stock,STRA - Strategic Education Inc. Common Stock
STRC,Sarcos Technology and Robotics Corporation Common Stock,STRC - Sarcos Technology and Robotics Corporation Common Stock
STRCW,Sarcos Technology and Robotics Corporation Warrants,STRCW - Sarcos Technology and Robotics Corporation Warrants
STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,STRE - Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares
STRL,Sterling Construction Company Inc Common Stock,STRL - Sterling Construction Company Inc Common Stock
STRM,Streamline Health Solutions Inc. Common Stock,STRM - Streamline Health Solutions Inc. Common Stock
STRN,Stran & Company Inc. Common Stock,STRN - Stran & Company Inc. Common Stock
STRNW,Stran & Company Inc. Warrant,STRNW - Stran & Company Inc. Warrant
STRO,Sutro Biopharma Inc. Common Stock,STRO - Sutro Biopharma Inc. Common Stock
STRR,Star Equity Holdings Inc. Common Stock,STRR - Star Equity Holdings Inc. Common Stock
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,STRRP - Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock
STRS,Stratus Properties Inc. Common Stock,STRS - Stratus Properties Inc. Common Stock
STRT,STRATTEC SECURITY CORPORATION Common Stock,STRT - STRATTEC SECURITY CORPORATION Common Stock
STSA,Satsuma Pharmaceuticals Inc. Common Stock,STSA - Satsuma Pharmaceuticals Inc. Common Stock
STT,State Street Corporation Common Stock,STT - State Street Corporation Common Stock
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,STT^D - State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,STT^G - State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative
STTK,Shattuck Labs Inc. Common Stock,STTK - Shattuck Labs Inc. Common Stock
STVN,Stevanato Group S.p.A. Ordinary Shares,STVN - Stevanato Group S.p.A. Ordinary Shares
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STWD - STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.
